RadDecay Generated Info of: PHOTONS.REC
Probability, Energy(MeV), Nuclide
0.001334	0.674410	Ba-131  
0.001484	0.696470	Ba-131  
0.002312	0.831600	Ba-131  
0.007301	0.923850	Ba-131  
0.011700	1.047600	Ba-131  
0.005776	0.501850	Ba-131  
0.167990	0.004290	Ba-133  
0.342460	0.030625	Ba-133  
0.634190	0.030973	Ba-133  
0.227560	0.035000	Ba-133  
0.021417	0.053155	Ba-133  
0.025471	0.079621	Ba-133  
0.329730	0.080997	Ba-133  
0.005989	0.160600	Ba-133  
0.004416	0.223110	Ba-133  
0.069031	0.276400	Ba-133  
0.177870	0.302840	Ba-133  
0.605000	0.356010	Ba-133  
0.086697	0.383850	Ba-133  
0.177610	0.004470	Ba-133m 
0.013499	0.012290	Ba-133m 
0.150900	0.031817	Ba-133m 
0.278410	0.032194	Ba-133m 
0.101320	0.036400	Ba-133m 
0.179980	0.276090	Ba-133m 
0.086413	0.004470	Ba-135m 
0.153480	0.031817	Ba-135m 
0.283170	0.032194	Ba-135m 
0.103050	0.036400	Ba-135m 
0.160000	0.268240	Ba-135m 
0.010381	0.004470	Ba-137m 
0.020703	0.031817	Ba-137m 
0.038197	0.032194	Ba-137m 
0.013900	0.036400	Ba-137m 
0.899800	0.661650	Ba-137m 
0.004783	0.004650	Ba-139  
0.009344	0.033034	Ba-139  
0.017208	0.033442	Ba-139  
0.006319	0.037800	Ba-139  
0.173600	0.165850	Ba-139  
0.002800	1.420500	Ba-139  
0.001053	1.271100	Ba-139  
0.147130	0.004650	Ba-140  
0.011730	0.013850	Ba-140  
0.140250	0.029970	Ba-140  
0.005320	0.033034	Ba-140  
0.009797	0.033442	Ba-140  
0.003598	0.037800	Ba-140  
0.002142	0.132840	Ba-140  
0.067320	0.162640	Ba-140  
0.045058	0.304840	Ba-140  
0.032461	0.423700	Ba-140  
0.019941	0.437550	Ba-140  
0.001530	0.467570	Ba-140  
0.255000	0.537320	Ba-140  
0.000714	0.118840	Ba-140  
0.009981	0.004650	Ba-141  
0.019526	0.033034	Ba-141  
0.035959	0.033442	Ba-141  
0.013205	0.037800	Ba-141  
0.009866	0.112940	Ba-141  
0.004666	0.162960	Ba-141  
0.005200	0.180500	Ba-141  
0.486000	0.190220	Ba-141  
0.245920	0.276990	Ba-141  
0.265840	0.304240	Ba-141  
0.150170	0.343710	Ba-141  
0.003013	0.349350	Ba-141  
0.006124	0.364380	Ba-141  
0.001215	0.381310	Ba-141  
0.013948	0.389780	Ba-141  
0.050544	0.457580	Ba-141  
0.050544	0.462150	Ba-141  
0.057834	0.467260	Ba-141  
0.004568	0.522190	Ba-141  
0.004277	0.524200	Ba-141  
0.003985	0.527420	Ba-141  
0.001021	0.561900	Ba-141  
0.002673	0.572090	Ba-141  
0.002673	0.572090	Ba-141  
0.002479	0.599280	Ba-141  
0.002576	0.608910	Ba-141  
0.034506	0.625230	Ba-141  
0.002965	0.636050	Ba-141  
0.003839	0.641380	Ba-141  
0.059292	0.647880	Ba-141  
0.001895	0.670040	Ba-141  
0.001118	0.674200	Ba-141  
0.002284	0.675700	Ba-141  
0.001409	0.685700	Ba-141  
0.001069	0.687800	Ba-141  
0.002965	0.698500	Ba-141  
0.002236	0.700000	Ba-141  
0.003159	0.704800	Ba-141  
